BusinessEntityID,PersonType,FirstName,LastName,EmailPromotion
6752,IN,Theodore,Browning,0
6753,IN,Christian,Coleman,1
6754,IN,Christian,Jenkins,0
6755,IN,Christian,Perry,0
6756,IN,Theodore,Serrano,2
6757,IN,Christian,Powell,2
6758,IN,Christian,Long,2
6759,IN,Christian,Patterson,0
6760,IN,Theodore,Ramos,1
6761,IN,Theodore,Carlson,0
6762,IN,Christian,Hughes,0
6763,IN,Christian,Flores,0
6764,IN,Theodore,Suarez,0
6765,IN,Christian,Washington,1
6766,IN,Christian,Butler,1
6767,IN,Mya,Diaz,1
6768,IN,Theodore,Sanz,1
6769,IN,Mya,Hayes,0
6770,IN,Theodore,Rowe,1
6771,IN,Theodore,Ortega,0
6772,IN,Caroline,Price,0
6773,IN,Caroline,Bennett,0
6774,IN,Caroline,Wood,0
6775,IN,Caroline,Barnes,1
6776,IN,Caroline,Ross,0
6777,IN,Tyrone,Gomez,2
6778,IN,Caroline,Henderson,1
6779,IN,Caroline,Coleman,0
6780,IN,Tyrone,Ruiz,2
6781,IN,Caroline,Perry,0
6782,IN,Tyrone,Diaz,2
6783,IN,Tyrone,Hernandez,1
6784,IN,Caroline,Long,1
6785,IN,Caroline,Patterson,0
6786,IN,Tyrone,Alvarez,2
6787,IN,Caroline,Hughes,1
6788,IN,Clarence,Zhu,0
6789,IN,Tyrone,Jimenez,2
6790,IN,Caroline,Flores,0
6791,IN,Tyrone,Moreno,2
6792,IN,Caroline,Washington,1
6793,IN,Caroline,Butler,0
6794,IN,Caroline,Simmons,0
6795,IN,Tyrone,Munoz,1
6796,IN,Caroline,Foster,0
6797,IN,Caroline,Gonzales,0
6798,IN,Tyrone,Alonso,1
6799,IN,Caroline,Bryant,1
6800,IN,Caroline,Alexander,0
6801,IN,Caroline,Russell,2
6802,IN,Tyrone,Navarro,0
6803,IN,Caroline,Griffin,1
6804,IN,Tyrone,Gutierrez,0
6805,IN,Tyrone,Dominguez,2
6806,IN,Caroline,Diaz,0
6807,IN,Cassidy,Price,0
6808,IN,Tyrone,Gill,0
6809,IN,Cassidy,Bennett,0
6810,IN,Clarence,Gao,2
6811,IN,Tyrone,Vazquez,0
6812,IN,Cassidy,Wood,2
6813,IN,Cassidy,Barnes,1
6814,IN,Tyrone,Blanco,1
6815,IN,Cassidy,Ross,0
6816,IN,Cassidy,Henderson,2
6817,IN,Cassidy,Coleman,1
6818,IN,Cassidy,Jenkins,2
6819,IN,Tyrone,Serrano,2
6820,IN,Tyrone,Ramos,1
6821,IN,Tyrone,Carlson,0
6822,IN,Cassidy,Perry,0
6823,IN,Cassidy,Powell,2
6824,IN,Cassidy,Long,2
6825,IN,Cassidy,Patterson,2
6826,IN,Tyrone,Suarez,0
6827,IN,Cassidy,Hughes,1
6828,IN,Cassidy,Flores,0
6829,IN,Tyrone,Sanz,2
6830,IN,Tyrone,Rubio,2
6831,IN,Tyrone,Ortega,0
6832,IN,Neil,Martin,1
6833,IN,Cassidy,Washington,0
6834,IN,Cassidy,Butler,0
6835,IN,Neil,Gomez,0
6836,IN,Neil,Ruiz,0
6837,IN,Cassidy,Simmons,2
6838,IN,Cassidy,Foster,0
6839,IN,Neil,Diaz,1
6840,IN,Cassidy,Gonzales,2
6841,IN,Cassidy,Bryant,0
6842,IN,Neil,Alvarez,0
6843,IN,Cassidy,Alexander,0
6844,IN,Neil,Jimenez,2
6845,IN,Cassidy,Russell,2
6846,IN,Cassidy,Griffin,0
6847,IN,Cassidy,Diaz,2
6848,IN,Cassidy,Hayes,1
6849,IN,Neil,Alonso,2
6850,IN,Jordyn,Bennett,0
6851,IN,Neil,Romero,0
6852,IN,Clarence,Liang,0
6853,IN,Neil,Navarro,1
6854,IN,Jordyn,Wood,0
6855,IN,Jordyn,Barnes,1
6856,IN,Neil,Gutierrez,2
6857,IN,Jordyn,Ross,1
6858,IN,Neil,Torres,0
6859,IN,Neil,Dominguez,0
6860,IN,Jordyn,Henderson,0
6861,IN,Jordyn,Coleman,0
6862,IN,Neil,Vazquez,1
6863,IN,Jordyn,Jenkins,1
6864,IN,Neil,Blanco,0
6865,IN,Neil,Serrano,0
6866,IN,Jordyn,Perry,0
6867,IN,Jordyn,Powell,0
6868,IN,Jordyn,Long,2
6869,IN,Neil,Ramos,0
6870,IN,Jordyn,Patterson,0
6871,IN,Neil,Carlson,0
6872,IN,Jordyn,Hughes,0
6873,IN,Jordyn,Flores,1
6874,IN,Clarence,Guo,2
6875,IN,Neil,Suarez,0
6876,IN,Jordyn,West,2
6877,IN,Jordyn,Butler,1
6878,IN,Neil,Sanz,0
6879,IN,Neil,Rubio,0
6880,IN,Jordyn,Simmons,0
6881,IN,Neil,Ortega,2
6882,IN,Jordyn,Gonzales,0
6883,IN,Marvin,Gomez,2
6884,IN,Marvin,Ruiz,0
6885,IN,Jordyn,Bryant,1
6886,IN,Marvin,Diaz,0
6887,IN,Marvin,Hernandez,0
6888,IN,Jordyn,Russell,2
6889,IN,Marvin,Alvarez,0
6890,IN,Jordyn,Griffin,0
6891,IN,Jordyn,Diaz,0
6892,IN,Clarence,He,2
6893,IN,Marvin,Johnsen,0
6894,IN,Brandon,Ross,0
6895,IN,Brandon,Henderson,0
6896,IN,Marvin,Moreno,0
6897,IN,Marvin,Munoz,0
6898,IN,Brandon,Coleman,1
6899,IN,Brandon,Jenkins,2
6900,IN,Marvin,Ferrier,2
6901,IN,Brandon,Perry,1
6902,IN,Brandon,Powell,0
6903,IN,Marvin,Navarro,0
6904,IN,Brandon,Long,1
6905,IN,Marvin,Gutierrez,0
6906,IN,Brandon,Patterson,0
6907,IN,Marvin,Torres,1
6908,IN,Brandon,Flores,0
6909,IN,Brandon,Washington,1
6910,IN,Brandon,Butler,1
6911,IN,Brandon,Simmons,1
6912,IN,Marvin,Dominguez,0
6913,IN,Brandon,Foster,1
6914,IN,Brandon,Gonzales,1
6915,IN,Marvin,Gill,1
6916,IN,Brandon,Bryant,0
6917,IN,Clarence,Zheng,0
6918,IN,Marvin,Vazquez,0
6919,IN,Brandon,Alexander,0
6920,IN,Marvin,Browning,1
6921,IN,Brandon,Russell,0
6922,IN,Marvin,Serrano,1
6923,IN,Brandon,Diaz,0
6924,IN,Brandon,Hayes,0
6925,IN,Marvin,Ramos,0
6926,IN,Marvin,Suarez,0
6927,IN,Marvin,Sanz,1
6928,IN,Marvin,Rubio,0
6929,IN,Brandon,Zhang,1
6930,IN,Marvin,Ortega,1
6931,IN,Brandon,Wagner,0
6932,IN,Armando,Martin,0
6933,IN,Brandon,Chen,1
6934,IN,Clarence,Hu,2
6935,IN,Armando,Gomez,1
6936,IN,Armando,Ruiz,2
6937,IN,Armando,Diaz,0
6938,IN,Brandon,Li,0
6939,IN,Brandon,Yang,2
6940,IN,Brandon,Kumar,0
6941,IN,Armando,Hernandez,1
6942,IN,Armando,Alvarez,1
6943,IN,Brandon,Lal,0
6944,IN,Brandon,Sharma,0
6945,IN,Brandon,Jai,1
6946,IN,Armando,Moreno,1
6947,IN,Armando,Muñoz,1
6948,IN,Dylan,Ross,0
6949,IN,Armando,Alonso,1
6950,IN,Armando,Romero,1
6951,IN,Dylan,Coleman,1
6952,IN,Clarence,Cai,0
6953,IN,Armando,Navarro,0
6954,IN,Dylan,Jenkins,0
6955,IN,Dylan,Perry,0
6956,IN,Armando,Gutierrez,1
6957,IN,Armando,Torres,1
6958,IN,Dylan,Powell,2
6959,IN,Dylan,Long,2
6960,IN,Armando,Dominguez,1
6961,IN,Armando,Gill,0
6962,IN,Dylan,Patterson,2
6963,IN,Armando,Vazquez,0
6964,IN,Dylan,Hughes,0
6965,IN,Armando,Blanco,0
6966,IN,Dylan,Flores,0
6967,IN,Dylan,Washington,1
6968,IN,Dylan,Butler,1
6969,IN,Dylan,Simmons,2
6970,IN,Dylan,Foster,2
6971,IN,Armando,Ramos,0
6972,IN,Dylan,Gonzales,0
6973,IN,Dylan,Bryant,2
6974,IN,Armando,Carlson,0
6975,IN,Dylan,Alexander,1
6976,IN,Dylan,Russell,0
6977,IN,Clarence,Zeng,0
6978,IN,Armando,Suarez,0
6979,IN,Armando,Schmidt,1
6980,IN,Armando,Rubio,0
6981,IN,Dylan,Griffin,0
6982,IN,Dylan,Diaz,1
6983,IN,Dylan,Hayes,0
6984,IN,Armando,Ortega,0
6985,IN,Dylan,Zhang,0
6986,IN,Dylan,Wang,2
6987,IN,Dylan,Chen,0
6988,IN,Dylan,Li,2
6989,IN,Julio,Gomez,0
6990,IN,Julio,Ruiz,0
6991,IN,Julio,Diaz,0
6992,IN,Julio,Hernandez,1
6993,IN,Dylan,Kumar,1
6994,IN,Julio,Alvarez,0
6995,IN,Clarence,She,0
6996,IN,Julio,Jimenez,0
6997,IN,Julio,Moreno,2
6998,IN,Julio,Munoz,1
6999,IN,Dylan,Lal,0
7000,IN,Julio,Alonso,0
7001,IN,Julio,Romero,1
7002,IN,Julio,Navarro,0
7003,IN,Dylan,Sharma,0
7004,IN,Dylan,Shan,0
7005,IN,Dylan,Jai,1
7006,IN,Julio,Gutierrez,2
7007,IN,Zachary,Ross,1
7008,IN,Zachary,Henderson,1
7009,IN,Julio,Torres,0
7010,IN,Julio,Dominguez,2
7011,IN,Julio,Gill,0
7012,IN,Zachary,Coleman,1
7013,IN,Zachary,Jenkins,1
7014,IN,Clarence,Deng,0
7015,IN,Julio,Vazquez,0
7016,IN,Zachary,Perry,2
7017,IN,Zachary,Powell,0
7018,IN,Julio,Blanco,1
7019,IN,Julio,Serrano,1
7020,IN,Zachary,Long,0
7021,IN,Julio,Ramos,0
7022,IN,Julio,Carlson,1
7023,IN,Zachary,Patterson,1
7024,IN,Zachary,Hughes,1
7025,IN,Julio,Suarez,0
7026,IN,Julio,Sanz,1
7027,IN,Zachary,Flores,1
7028,IN,Julio,Rubio,0
7029,IN,Zachary,Washington,0
7030,IN,Zachary,Butler,0
7031,IN,Julio,Ortega,0
7032,IN,Zachary,Simmons,2
7033,IN,Zachary,Foster,0
7034,IN,Jaime,Martin,0
7035,IN,Zachary,Bryant,1
7036,IN,Zachary,Alexander,1
7037,IN,Jaime,Ruiz,2
7038,IN,Zachary,Russell,0
7039,IN,Zachary,Griffin,2
7040,IN,Zachary,Diaz,2
7041,IN,Zachary,Hayes,0
7042,IN,Jaime,Diaz,0
7043,IN,Zachary,Zhang,2
7044,IN,Zachary,Wang,0
7045,IN,Zachary,Chen,1
7046,IN,Jaime,Hernandez,0
7047,IN,Jaime,Alvarez,2
7048,IN,Zachary,Yang,0
7049,IN,Jaime,Jimenez,0
7050,IN,Zachary,Kumar,0
7051,IN,Jaime,Moreno,1
7052,IN,Andrew,Lan,0
7053,IN,Jaime,Muñoz,0
7054,IN,Zachary,Sharma,1
7055,IN,Jaime,Alonso,1
7056,IN,Marissa,Wood,0
7057,IN,Marissa,Barnes,0
7058,IN,Marissa,Ross,2
7059,IN,Marissa,Henderson,0
7060,IN,Jaime,Romero,0
7061,IN,Marissa,Coleman,0
7062,IN,Clarence,Xie,0
7063,IN,Jaime,Navarro,0
7064,IN,Marissa,Perry,2
7065,IN,Jaime,Gutierrez,1
7066,IN,Marissa,Powell,0
7067,IN,Jaime,Torres,0
7068,IN,Marissa,Long,1
7069,IN,Jaime,Dominguez,0
7070,IN,Margaret,Patterson,0
7071,IN,Jaime,Gill,0
7072,IN,Marissa,Hughes,2
7073,IN,Marissa,Flores,2
7074,IN,Jaime,Vazquez,1
7075,IN,Marissa,Washington,1
7076,IN,Jaime,Blanco,0
7077,IN,Marissa,Butler,0
7078,IN,Marissa,Simmons,0
7079,IN,Marissa,Foster,1
7080,IN,Marissa,Gonzales,0
7081,IN,Jaime,Serrano,2
7082,IN,Marissa,Bryant,1
7083,IN,Jaime,Ramos,0
7084,IN,Jaime,Carlson,2
7085,IN,Jaime,Suarez,1
7086,IN,Margaret,Russell,0
7087,IN,Marissa,Griffin,0
7088,IN,Jaime,Sanz,0
7089,IN,Jaime,Rubio,0
7090,IN,Marissa,Diaz,0
7091,IN,Marissa,Hayes,1
7092,IN,Alexia,Price,2
7093,IN,Alexia,Bennett,1
7094,IN,Adrienne,Martin,0
7095,IN,Adrienne,Gomez,2
7096,IN,Adrienne,Ruiz,2
7097,IN,Alexia,Wood,0
7098,IN,Alexia,Barnes,0
7099,IN,Alexia,Ross,1
7100,IN,Alexia,Henderson,2
7101,IN,Adrienne,Hernandez,2
7102,IN,Alexia,Coleman,1
7103,IN,Adrienne,Alvarez,2
7104,IN,Alexia,Perry,2
7105,IN,Warren,Luo,0
7106,IN,Damien,Lin,0
7107,IN,Clarence,Xu,1
7108,IN,Adrienne,Jiménez,2
7109,IN,Alexia,Powell,1
7110,IN,Adrienne,Navarro,0
7111,IN,Alexia,Hughes,1
7112,IN,Adrienne,Gutierrez,2
7113,IN,Alexia,Flores,2
7114,IN,Alexia,Washington,0
7115,IN,Adrienne,Torres,0
7116,IN,Alexia,Butler,1
7117,IN,Alexia,Foster,1
7118,IN,Adrienne,Dominguez,0
7119,IN,Alexia,Bryant,0
7120,IN,Alexia,Alexander,2
7121,IN,Alexia,Russell,1
7122,IN,Adrienne,Gill,0
7123,IN,Alexia,Griffin,0
7124,IN,Alexia,Diaz,1
7125,IN,Alexia,Hayes,0
7126,IN,Clarence,Luo,0
7127,IN,Adrienne,Vazquez,0
7128,IN,Adrienne,Blanco,2
7129,IN,Angelica,Bennett,0
7130,IN,Angelica,Wood,0
7131,IN,Adrienne,Serrano,0
7132,IN,Adrienne,Ramos,0
7133,IN,Angelica,Barnes,0
7134,IN,Angelica,Ross,2
7135,IN,Angelica,Henderson,0
7136,IN,Adrienne,Suarez,0
7137,IN,Adrienne,Sanz,1
7138,IN,Angelica,Coleman,2
7139,IN,Angelica,Jenkins,0
7140,IN,Adrienne,Ortega,0
7141,IN,Mallory,Martin,0
7142,IN,Angelica,Perry,0
7143,IN,Clarence,Yuan,1
7144,IN,Mallory,Gomez,2
7145,IN,Mallory,Diaz,0
7146,IN,Mallory,Hernandez,0
7147,IN,Angelica,Powell,2
7148,IN,Angelica,Long,2
7149,IN,Mallory,Alvarez,0
7150,IN,Angelica,Patterson,1
7151,IN,Angelica,Hughes,2
7152,IN,Mallory,Jimenez,1
7153,IN,Angelica,Flores,0
7154,IN,Mallory,Moreno,0
7155,IN,Angelica,Washington,0
7156,IN,Angelica,Butler,1
7157,IN,Mallory,Munoz,1
7158,IN,Angelica,Foster,0
7159,IN,Angelica,Gonzales,0
7160,IN,Angelica,Bryant,1
7161,IN,Angelica,Alexander,0
7162,IN,Mallory,Romero,2
7163,IN,Clarence,Kumar,0
7164,IN,Mallory,Navarro,0
7165,IN,Angelica,Russell,0
7166,IN,Angelica,Griffin,2
7167,IN,Mallory,Gutierrez,0
7168,IN,Angelica,Diaz,0
7169,IN,Angelica,Hayes,2
7170,IN,Brittany,Price,0
7171,IN,Mallory,Dominguez,2
7172,IN,Brittany,Bennett,1
7173,IN,Carmen,Garcia,0
7174,IN,Brittany,Wood,0
7175,IN,Brittany,Barnes,0
7176,IN,Carmen,Lopez,0
7177,IN,Joan,Ross,0
7178,IN,Carmen,Martinez,1
7179,IN,Brittany,Henderson,0
7180,IN,Brittany,Coleman,0
7181,IN,Joan,Jenkins,2
7182,IN,Brittany,Perry,0
7183,IN,Brittany,Powell,0
7184,IN,Clarence,Lal,2
7185,IN,Carmen,Perez,0
7186,IN,Brittany,Long,0
7187,IN,Meagan,Suri,0
7188,IN,Meagan,Kim,1
7189,IN,Meagan,Chandra,0
7190,IN,Meagan,Patel,0
7191,IN,Brittany,Patterson,2
7192,IN,Meagan,Vance,2
7193,IN,Meagan,Malhotra,0
7194,IN,Meagan,Sai,0
7195,IN,Brittany,Hughes,0
7196,IN,Clarence,Sharma,0
7197,IN,Meagan,Arun,0
7198,IN,Brittany,Flores,0
7199,IN,Meagan,Madan,2
7200,IN,Joan,Washington,0
7201,IN,Brittany,Butler,0
7202,IN,Meagan,Prasad,0
7203,IN,Brittany,Simmons,2
7204,IN,Meagan,Schmidt,1
7205,IN,Meagan,Rana,0
7206,IN,Brittany,Foster,0
7207,IN,Meagan,Raman,0
7208,IN,Brittany,Gonzales,0
7209,IN,Brittany,Bryant,2
7210,IN,Brittany,Alexander,0
7211,IN,Meagan,Subram,1
7212,IN,Brittany,Russell,0
7213,IN,Brittany,Griffin,0
7214,IN,Brittany,Diaz,0
7215,IN,Brittany,Hayes,0
7216,IN,Jocelyn,Price,0
7217,IN,Jocelyn,Bradley,0
7218,IN,Meagan,Mehta,0
7219,IN,Jocelyn,Wood,0
7220,IN,Clarence,Shan,0
7221,IN,Meagan,Fernandez,0
7222,IN,Meagan,Lopez,2
7223,IN,Meagan,Martinez,1
7224,IN,Jocelyn,Barnes,0
7225,IN,Jocelyn,Ross,0
7226,IN,Jocelyn,Henderson,1
7227,IN,Jocelyn,Coleman,2
7228,IN,Meagan,Sanchez,0
7229,IN,Meagan,Perez,0
7230,IN,Ann,Suri,1
7231,IN,Ann,Kapoor,0
7232,IN,Ann,Chandra,1
7233,IN,Jocelyn,Jenkins,0
7234,IN,Jocelyn,Perry,0
7235,IN,Jocelyn,Powell,1
7236,IN,Clarence,Jai,0
7237,IN,Ann,Patel,2
7238,IN,Jocelyn,Long,1
7239,IN,Jocelyn,Patterson,0
7240,IN,Ann,Van,2
7241,IN,Ann,Malhotra,0
7242,IN,Jocelyn,Hughes,1
7243,IN,Jocelyn,Flores,1
7244,IN,Ann,Sai,0
7245,IN,Jocelyn,Washington,2
7246,IN,Jocelyn,Foster,0
7247,IN,Ann,Arun,1
7248,IN,Jocelyn,Gonzales,2
7249,IN,Jocelyn,Bryant,0
7250,IN,Ann,Madan,0
7251,IN,Jocelyn,Alexander,0
7252,IN,Jocelyn,Russell,1
7253,IN,Ann,Prasad,2
7254,IN,Ann,Sara,0
7255,IN,Clarence,Pal,1
7256,IN,Ann,Rana,0
7257,IN,Jocelyn,Griffin,1
7258,IN,Jocelyn,Diaz,0
7259,IN,Ann,Raman,0
7260,IN,Ann,Subram,2
7261,IN,Jocelyn,Hayes,0
7262,IN,Miranda,Price,1
7263,IN,Ann,Mehta,0
7264,IN,Ann,Fernandez,0
7265,IN,Miranda,Bennett,1
7266,IN,Miranda,Wood,2
7267,IN,Ann,Lopez,0
7268,IN,Miranda,Barnes,0
7269,IN,Miranda,Ross,0
7270,IN,Ann,Martinez,0
7271,IN,Miranda,Henderson,1
7272,IN,Miranda,Coleman,2
7273,IN,Ann,Gonzalez,0
7274,IN,Miranda,Jenkins,1
7275,IN,Ann,Rodriguez,1
7276,IN,Clarence,Andersen,0
7277,IN,Ann,Sanchez,1
7278,IN,Miranda,Powell,1
7279,IN,Miranda,Long,0
7280,IN,Miranda,Patterson,1
7281,IN,Cindy,Suri,1
7282,IN,Miranda,Hughes,1
7283,IN,Miranda,Flores,0
7284,IN,Miranda,Washington,0
7285,IN,Miranda,Butler,1
7286,IN,Miranda,Simmons,0
7287,IN,Cindy,Jordan,2
7288,IN,Miranda,Foster,0
7289,IN,Cindy,Patel,1
7290,IN,Miranda,Gonzales,0
7291,IN,Miranda,Bryant,0
7292,IN,Cindy,Weber,0
7293,IN,Miranda,Alexander,2
7294,IN,Cindy,Malhotra,0
7295,IN,Miranda,Russell,1
7296,IN,Miranda,Griffin,0
7297,IN,Miranda,Diaz,2
7298,IN,Cindy,Sai,0
7299,IN,Miranda,Hayes,0
7300,IN,Mya,Price,1
7301,IN,Mya,Bennett,0
7302,IN,Mya,Wood,0
7303,IN,Mya,Barnes,0
7304,IN,Mya,Ross,1
7305,IN,Mya,Henderson,2
7306,IN,Mya,Coleman,2
7307,IN,Damien,Zhou,2
7308,IN,Mya,Jenkins,1
7309,IN,Cindy,Madan,1
7310,IN,Mya,Perry,0
7311,IN,Mya,Long,0
7312,IN,Cindy,Srini,0
7313,IN,Mya,Patterson,1
7314,IN,Cindy,Prasad,0
7315,IN,Cindy,Sara,0
7316,IN,Mya,Flores,0
7317,IN,Cindy,Rana,0
7318,IN,Mya,Butler,2
7319,IN,Mya,Simmons,2
7320,IN,Cindy,Raman,0
7321,IN,Mya,Foster,1
7322,IN,Mya,Gonzales,1
7323,IN,Cindy,Subram,0
7324,IN,Mya,Bryant,2
7325,IN,Mya,Alexander,1
7326,IN,Mya,Russell,1
7327,IN,Cindy,Mehta,2
7328,IN,Cindy,Garcia,2
7329,IN,Clarence,Chande,0
7330,IN,Mya,Griffin,0
7331,IN,Melissa,Jenkins,0
7332,IN,Cindy,Lopez,0
7333,IN,Melissa,Perry,2
7334,IN,Melissa,Powell,1
7335,IN,Melissa,Long,0
7336,IN,Cindy,Gonzalez,0
7337,IN,Melissa,Patterson,0
7338,IN,Melissa,Hughes,0
7339,IN,Cindy,Rodriguez,0
7340,IN,Cindy,Sanchez,1
7341,IN,Melissa,Flores,1
7342,IN,Melissa,Washington,0
7343,IN,Stefanie,Suri,1
7344,IN,Melissa,Butler,1
7345,IN,Melissa,Simmons,1
7346,IN,Melissa,Foster,1
7347,IN,Stefanie,Jordan,0
7348,IN,Melissa,Gonzales,0
7349,IN,Melissa,Bryant,0
7350,IN,Melissa,Alexander,0
7351,IN,Melissa,Russell,0
7352,IN,Clarence,Chander,0
7353,IN,Stefanie,Patel,1
7354,IN,Melissa,Griffin,0
7355,IN,Stefanie,Weber,0
7356,IN,Melissa,Diaz,0
7357,IN,Melissa,Hayes,2
7358,IN,Stefanie,Malhotra,0
7359,IN,Riley,Price,2
7360,IN,Riley,Bradley,0
7361,IN,Riley,Wood,0
7362,IN,Riley,Blue,1
7363,IN,Stefanie,Smith,1
7364,IN,Stefanie,Prasad,2
7365,IN,Riley,Coleman,0
7366,IN,Stefanie,Schmidt,2
7367,IN,Riley,Perry,1
7368,IN,Clarence,Nara,2
7369,IN,Stefanie,Rana,2
7370,IN,Riley,Powell,2
7371,IN,Riley,Long,0
7372,IN,Stefanie,Raman,0
7373,IN,Riley,Patterson,0
7374,IN,Stefanie,Subram,0
7375,IN,Riley,Hughes,0
7376,IN,Riley,Flores,0
7377,IN,Stefanie,Mehta,2
7378,IN,Riley,Washington,0
7379,IN,Stefanie,Garcia,0
7380,IN,Riley,Butler,1
7381,IN,Riley,Simmons,0
7382,IN,Riley,Gonzales,1
7383,IN,Riley,Bryant,1
7384,IN,Stefanie,Fernandez,0
7385,IN,Riley,Alexander,0
7386,IN,Riley,Russell,2
7387,IN,Stefanie,Lopez,0
7388,IN,Stefanie,Martinez,1
7389,IN,Riley,Diaz,1
7390,IN,Stefanie,Gonzalez,2
7391,IN,Riley,Hayes,0
7392,IN,Vanessa,Price,0
7393,IN,Stefanie,Rodriguez,0
7394,IN,Clarence,Rai,0
7395,IN,Vanessa,Wood,0
7396,IN,Vanessa,Barnes,0
7397,IN,Vanessa,Ross,1
7398,IN,Stefanie,Perez,2
7399,IN,Vanessa,Henderson,0
7400,IN,Vanessa,Coleman,2
7401,IN,Vanessa,Jenkins,0
7402,IN,Tammy,Suri,0
7403,IN,Vanessa,Perry,1
7404,IN,Vanessa,Powell,2
7405,IN,Vanessa,Long,0
7406,IN,Vanessa,Patterson,0
7407,IN,Tammy,Chandra,0
7408,IN,Vanessa,Hughes,2
7409,IN,Vanessa,Flores,0
7410,IN,Vanessa,Washington,0
7411,IN,Tammy,Patel,2
7412,IN,Tammy,Weber,0
7413,IN,Vanessa,Butler,0
7414,IN,Vanessa,Simmons,0
7415,IN,Tammy,Malhotra,2
7416,IN,Tammy,Sai,2
7417,IN,Vanessa,Foster,0
7418,IN,Vanessa,Gonzales,2
7419,IN,Clarence,Nath,2
7420,IN,Tammy,Arthur,0
7421,IN,Vanessa,Bryant,0
7422,IN,Vanessa,Russell,0
7423,IN,Tammy,Madan,1
7424,IN,Tammy,Smith,1
7425,IN,Tammy,Prasad,0
7426,IN,Vanessa,Griffin,0
7427,IN,Vanessa,Diaz,0
7428,IN,Vanessa,Hayes,0
7429,IN,Tammy,Sara,0
7430,IN,Ana,Price,1
7431,IN,Tammy,Randall,1
7432,IN,Ana,Bradley,1
7433,IN,Ana,Wood,1
7434,IN,Ana,Barnes,2
7435,IN,Ana,Ross,1
7436,IN,Ana,Henderson,1
7437,IN,Tammy,Raman,1
7438,IN,Ana,Coleman,0
7439,IN,Tammy,Mehta,1
7440,IN,Ana,Perry,0
7441,IN,Ana,Powell,0
7442,IN,Tammy,Garcia,2
7443,IN,Ana,Long,0
7444,IN,Clarence,Goel,0
7445,IN,Tammy,Fernandez,1
7446,IN,Tammy,Lopez,1
7447,IN,Ana,Patterson,1
7448,IN,Tammy,Martinez,1
7449,IN,Tammy,Gonzalez,0
7450,IN,Ana,Flores,0
7451,IN,Ana,Washington,1
7452,IN,Ana,Butler,0
7453,IN,Tammy,Rodriguez,0
7454,IN,Ana,Simmons,1
7455,IN,Tammy,Sanchez,0
7456,IN,Ana,Foster,1
7457,IN,Ana,Bryant,0
7458,IN,Ana,Alexander,0
7459,IN,Dominique,Suri,0
7460,IN,Ana,Russell,1
7461,IN,Dominique,Jordan,0
7462,IN,Ana,Griffin,0
7463,IN,Dominique,Chandra,1
7464,IN,Ana,Diaz,2
7465,IN,Ana,Hayes,2
7466,IN,Dominique,Patel,2
7467,IN,Isabel,Price,0
7468,IN,Isabel,Bradley,2
7469,IN,Isabel,Wood,0
7470,IN,Isabel,Barnes,1
7471,IN,Isabel,Ross,0
7472,IN,Dominique,Malhotra,2
7473,IN,Dominique,Sai,0
7474,IN,Isabel,Henderson,1
7475,IN,Isabel,Coleman,0
7476,IN,Isabel,Jenkins,2
7477,IN,Isabel,Perry,0
7478,IN,Isabel,Powell,0
7479,IN,Dominique,Arun,2
7480,IN,Isabel,Long,1
7481,IN,Isabel,Patterson,0
7482,IN,Isabel,Flores,0
7483,IN,Isabel,Butler,1
7484,IN,Dominique,Prasad,0
7485,IN,Isabel,Simmons,0
7486,IN,Dominique,Saunders,0
7487,IN,Isabel,Foster,0
7488,IN,Isabel,Gonzales,0
7489,IN,Clarence,Raji,0
7490,IN,Isabel,Bryant,0
7491,IN,Dominique,Raman,1
7492,IN,Isabel,Alexander,1
7493,IN,Dominique,Subram,1
7494,IN,Isabel,Russell,0
7495,IN,Dominique,Mehta,1
7496,IN,Isabel,Diaz,0
7497,IN,Isabel,Hayes,0
7498,IN,Dominique,Garcia,0
7499,IN,Isabelle,Price,0
7500,IN,Dominique,Fernandez,0
7501,IN,Dominique,Lopez,0
7502,IN,Isabelle,Bennett,1
7503,IN,Isabelle,Wood,1
7504,IN,Dominique,Martinez,1
7505,IN,Isabelle,Barnes,2
7506,IN,Isabelle,Ross,2
7507,IN,Isabelle,Henderson,2
7508,IN,Isabelle,Coleman,2
7509,IN,Dominique,Gonzalez,0
7510,IN,Isabelle,Perry,0
7511,IN,Clarence,Anand,0
7512,IN,Dominique,Sanchez,0
7513,IN,Dominique,Perez,0
7514,IN,Isabelle,Long,0
7515,IN,Carla,Suri,0
7516,IN,Isabelle,Patterson,1
7517,IN,Isabelle,Hughes,0
7518,IN,Carla,Kapoor,0
7519,IN,Carla,Chapman,0
7520,IN,Isabelle,Flores,0
7521,IN,Isabelle,Winston,1
7522,IN,Carla,Patel,0
7523,IN,Isabelle,Butler,0
7524,IN,Isabelle,Simmons,0
7525,IN,Isabelle,Foster,0
7526,IN,Carla,Van,0
7527,IN,Isabelle,Bryant,1
7528,IN,Carla,Malhotra,0
7529,IN,Isabelle,Alexander,0
7530,IN,Isabelle,Russell,1
7531,IN,Isabelle,Griffin,2
7532,IN,Isabelle,Diaz,2
7533,IN,Kelly,Price,0
7534,IN,Kelly,Bennett,2
7535,IN,Damien,Ye,0
7536,IN,Franklin,Zhang,2
7537,IN,Carla,Arthur,0
7538,IN,Kelly,Wood,0
